idDrink,Name,Category,Alcoholic,Glass,Instructions,Thumbnail,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure1 (ml),Measure2 (ml),Measure3 (ml),Measure4 (ml),Measure5 (ml),Measure6 (ml)
17256,Martinez 2,Cocktail,Alcoholic,Cocktail glass,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg,Gin,Sweet Vermouth,Maraschino Liqueur,Angostura Bitters,,,1 1/2 *30 ml,1 1/2 *30 ml,1 *5 ml,2 dashes,0,0,165,165,5,2 dashes,0,0
11009,Moscow Mule,Punch / Party Drink,Alcoholic,Copper Mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,Vodka,Lime juice,Ginger ale,,,,2 *30 ml ,2 *30 ml ,8 *30 ml ,0,0,0,60,60,240,0,0,0
14209,Mocha-Berry,Coffee / Tea,Alcoholic,Irish coffee cup,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,Coffee,Chambord raspberry liqueur,Cocoa powder,Whipped cream,,,6 *30 ml ,2 *30 ml ,2 tblsp ,0,0,0,180,60,2 tblsp ,0,0,0
178315,Munich Mule,Cocktail,Alcoholic,Highball glass,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg,Gin,Lime Juice,Ginger Beer,Cucumber,lemon,,5 *10 ml,2 *10 ml,10 *10 ml,Chopped,Chopped,0,50,20,100,Chopped,Chopped,0
17189,Monkey Gland,Ordinary Drink,Alcoholic,Cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,Gin,Benedictine,Orange juice,Grenadine,,,2 *30 ml ,1 *5 ml ,1/2 *30 ml ,1 *5 ml ,0,0,60,5,15,5,0,0
11798,Monkey Wrench,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg,Light rum,Grapefruit juice,Bitters,,,,1 1/2 *30 ml ,3 *30 ml ,1 dash ,0,0,0,165,90,1 dash ,0,0,0
13825,Midnight Manx,Ordinary Drink,Alcoholic,Old-fashioned glass,"Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!",https://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg,Kahlua,Baileys irish cream,Goldschlager,Heavy cream,Coffee,,1 *30 ml ,1 *30 ml ,dash ,2 *30 ml ,2 *30 ml Hazlenut ,0,30,30,dash ,60,60,0
14053,Mother's Milk,Shot,Alcoholic,Shot glass,"Shake over ice, strain. Serves two.",https://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,Goldschlager,Butterscotch schnapps,Milk,,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,0,30,30,30,0,0,0
14842,Midnight Mint,Cocktail,Alcoholic,Cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,Baileys irish cream,White Creme de Menthe,Cream,,,,1 *30 ml ,3/4 *30 ml ,3/4 *30 ml double ,0,0,0,30,22.5,22.5,0,0,0
17188,Mary Pickford,Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled large cocktail glass,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,Light rum,Pineapple juice,Maraschino liqueur,Grenadine,Maraschino cherry,,1 1/2 *30 ml ,1 *30 ml ,1/2 *5 ml ,1/2 *5 ml ,1,0,165,30,2.5,2.5,1,0
15224,Malibu Twister,Cocktail,Alcoholic,Highball glass,"Add rum & trister then, add cranberry jucie,stir",https://www.thecocktaildb.com/images/media/drink/2dwae41504885321.jpg,Malibu rum,Tropicana,Cranberry juice,,,,2,2,1,0,0,0,2,2,1,0,0,0
17253,Paloma,Cocktail,Alcoholic,Collins glass,Stir together and serve over ice.,https://www.thecocktaildb.com/images/media/drink/samm5j1513706393.jpg,Grape Soda,Tequila,,,,,3 *30 ml,1 1/2 *30 ml,0,0,0,0,90,165,0,0,0,0
11936,Pink Gin,Ordinary Drink,Alcoholic,White wine glass,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",https://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg,Bitters,Gin,,,,,3 dashes ,2 *30 ml ,0,0,0,0,3 dashes ,60,0,0,0,0
17190,Paradise,Ordinary Drink,Alcoholic,Cocktail glass,Shake together over ice. Strain into cocktail glass and serve chilled.,https://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,Gin,Apricot Brandy,Orange Juice,,,,7,4,3,0,0,0,7,4,3,0,0,0
11938,Pink Lady,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,Gin,Grenadine,Light cream,Egg white,,,1 1/2 *30 ml ,1 *5 ml ,1 *5 ml ,1,0,0,165,5,5,1,0,0
17249,Pegu Club,Cocktail,Alcoholic,Cocktail glass,"Shake, strain, up, cocktail glass",https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg,Gin,Orange Curacao,Lime Juice,Angostura Bitters,Orange Bitters,,1 1/2 *30 ml,3/4 *30 ml,3/4 *30 ml,1 dash,1 dash,0,165,22.5,22.5,1 dash,1 dash,0
13214,Pisco Sour,Cocktail,Alcoholic,Cocktail glass,"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.[1]",https://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg,Pisco,Lemon juice,Sugar,Ice,,,2 *30 ml ,1 *30 ml ,1-2 tblsp ,0,0,0,60,30,1-2 tblsp ,0,0,0
17192,Porto flip,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,Brandy,Port,Egg Yolk,,,,3,9,2,0,0,0,3,9,2,0,0,0
17829,Penicillin,Cocktail,Alcoholic,Old-fashioned glass,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",https://www.thecocktaildb.com/images/media/drink/hc9b1a1521853096.jpg,Blended Scotch,Lemon Juice,Honey syrup,Ginger Syrup,Islay single malt Scotch,,2 *30 ml,3/4 *30 ml,2 *5 ml,2 *5 ml,1/4 *30 ml,0,60,22.5,10,10,7.5,0
17207,Pina Colada,Ordinary Drink,Alcoholic,Collins glass,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/cpf4j51504371346.jpg,Light rum,Coconut milk,Pineapple,,,,3 *30 ml ,3 *15 ml  ,3 *15 ml ,0,0,0,90,45,45,0,0,0
16992,Pink Penocha,Punch / Party Drink,Alcoholic,Punch bowl,mix all ingredients into bowl keep iced stir frequently,https://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg,Everclear,Vodka,Peach schnapps,Orange juice,Cranberry juice,,750 ml ,1750 ml ,1750 ml ,1 gal ,1 gal ,0,750 ml ,1750 ml ,1750 ml ,1 gal ,1 gal ,0
178338,Pure Passion,Cocktail,Alcoholic,Whiskey sour glass,Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,https://www.thecocktaildb.com/images/media/drink/4tymma1604179273.jpg,Rum,Passoa,Lime Juice,Passion fruit syrup,Peach Bitters,Mint,40 ml,20 ml,30 ml,15 ml,Dash,Garnish with,40 ml,20 ml,30 ml,15 ml,Dash,Garnish with
13072,Popped cherry,Ordinary Drink,Alcoholic,Highball glass,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,https://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,Vodka,Cherry liqueur,Cranberry juice,Orange juice,,,2 *30 ml ,2 *30 ml ,4 *30 ml ,4 *30 ml ,0,0,60,60,120,120,0,0
11959,Poppy Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,Gin,Creme de Cacao,,,,,1 1/2 *30 ml ,3/4 *30 ml white ,0,0,0,0,165,22.5,0,0,0,0
11965,Port Wine Flip,Ordinary Drink,Alcoholic,Whiskey sour glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/vrprxu1441553844.jpg,Port,Light cream,Powdered sugar,Egg,Nutmeg,,1 1/2 *30 ml ,2 *5 ml ,1 *5 ml ,1 whole ,0,0,165,10,5,1 whole ,0,0
17191,Planter's Punch,Punch / Party Drink,Alcoholic,Collins glass,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",https://www.thecocktaildb.com/images/media/drink/yvos231504351384.jpg,Dark rum,Orgeat syrup,Orange juice,Pineapple juice,,,1,½,2,1,0,0,1,½,2,1,0,0
178327,Pineapple Paloma,Cocktail,Alcoholic,Collins glass,"Rub the rim of each glass with lime slice and dip into salt.
Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime.",https://www.thecocktaildb.com/images/media/drink/pg8iw31593351601.jpg,Tequila,Grapefruit Juice,Fresh Lime Juice,Pineapple Juice,Lime,Pepper,4 *30 ml,4 *30 ml,1 *30 ml,8 *30 ml,Garnish with,Rimmed,120,120,30,240,Garnish with,Rimmed
11961,Port And Starboard,Ordinary Drink,Alcoholic,Pousse cafe glass,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",https://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,Grenadine,Green Creme de Menthe,,,,,1 *15 ml ,1/2 *30 ml ,0,0,0,0,15,15,0,0,0,0
11963,Port Wine Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,Port,Brandy,,,,,2 1/2 *30 ml ,1/2 *5 ml ,0,0,0,0,315,2.5,0,0,0,0
13535,Pink Panty Pulldowns,Ordinary Drink,Alcoholic,Collins Glass,Shake well,https://www.thecocktaildb.com/images/media/drink/squsuy1468926657.jpg,Sprite,Pink lemonade,Vodka,,,,1 L ,2 cups ,2 cups ,0,0,0,1 L ,2 cups ,2 cups ,0,0,0
178323,Passion Fruit Martini,Cocktail,Alcoholic,Cocktail glass,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,https://www.thecocktaildb.com/images/media/drink/6trfve1582473527.jpg,Vodka,Sugar Syrup,Passion fruit juice,,,,1 *44 ml,1/2 *44 ml,Full Glass,0,0,0,44,22,Full Glass,0,0,0
17208,Rose,Ordinary Drink,Alcoholic,Cocktail glass,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar,1/2 *30 ml ,1 *30 ml ,1/2 *30 ml ,1/2 *5 ml ,1 *5 ml ,0,15,30,15,2.5,5,0
16031,Radler,Ordinary Drink,Alcoholic,Highball glass,"Pour beer into large mug, slowly add the 7-up (or Sprite).",https://www.thecocktaildb.com/images/media/drink/xz8igv1504888995.jpg,Beer,7-Up,,,,,12 *30 ml ,12 *30 ml ,0,0,0,0,360,360,0,0,0,0
12093,Rum Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",https://www.thecocktaildb.com/images/media/drink/bylfi21504886323.jpg,Light rum,Lemon juice,Sugar,Orange,Maraschino cherry,,2 *30 ml ,1 *30 ml ,1/2 *5 ml superfine ,1,1,0,60,30,2.5,1,1,0
12097,Rum Toddy,Ordinary Drink,Alcoholic,Old-fashioned glass,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/athdk71504886286.jpg,Rum,Powdered sugar,Lemon peel,Water,,,2 *30 ml light or dark ,2 *5 ml ,1 twist of ,2 *5 ml ,0,0,60,10,1 twist of ,10,0,0
14978,Rum Punch,Punch / Party Drink,Alcoholic,Punch bowl,Mix all ingredients in a punch bowl and serve.,https://www.thecocktaildb.com/images/media/drink/wyrsxu1441554538.jpg,Rum,Ginger ale,Fruit punch,Orange juice,Ice,,mikey bottle ,large bottle ,355 ml frozen,355 ml frozen ,crushed ,0,mikey bottle ,large bottle ,355 ml frozen,355 ml frozen ,crushed ,0
12055,Royal Fizz,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,https://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg,Gin,Sweet and sour,Egg,Coca-Cola,,,1 *30 ml ,2 *30 ml ,1 whole ,0,0,0,30,60,1 whole ,0,0,0
12071,Rum Cooler,Ordinary Drink,Alcoholic,Collins glass,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,https://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg,Rum,Lemon-lime soda,Lemon,,,,2 *30 ml light or dark ,4 *30 ml ,1,0,0,0,60,120,1,0,0,0
12101,Rusty Nail,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,https://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg,Scotch,Drambuie,Lemon peel,,,,1 1/2 *30 ml ,1/2 *30 ml ,1 twist of ,0,0,0,165,15,1 twist of ,0,0,0
16250,Rum Runner,Punch / Party Drink,Alcoholic,Cocktail glass,Mix all ingredients in glass & add ice.,https://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg,Malibu rum,Blackberry brandy,Orange juice,Pineapple juice,Cranberry juice,,1 1/2 *30 ml ,1 *30 ml ,3-4 *30 ml ,3-4 *30 ml ,3-4 *30 ml ,0,165,30,90,90,90,0
12067,Rum Cobbler,Ordinary Drink,Alcoholic,Old-fashioned glass,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",https://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg,Sugar,Club soda,Lemon,Dark rum,Maraschino cherry,Orange,1 *5 ml superfine ,3 *30 ml ,1,2 *30 ml ,1,1,5,90,1,60,1,1
14087,Red Snapper,Shot,Alcoholic,Old-fashioned glass,"One shot each, shake n shoot",https://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg,Crown Royal,Amaretto,Cranberry juice,,,,1 *44 ml ,1 *44 ml ,1 *44 ml ,0,0,0,44,44,44,0,0,0
15082,Royal Flush,Shot,Alcoholic,Old-fashioned glass,Pour all the ingredients into tumbler over ice. Strain into glass.,https://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg,Crown Royal,Peach schnapps,Chambord raspberry liqueur,Cranberry juice,,,1 1/2 *30 ml ,1 *30 ml ,1/2 *30 ml ,1 *30 ml ,0,0,165,30,15,30,0,0
17122,Royal Bitch,Shot,Alcoholic,Shot glass,Into a shot glass layer the Crown Royal on top of the Frangelico.,https://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg,Frangelico,Crown Royal,,,,,1,1,0,0,0,0,1,1,0,0,0,0
17114,Ruby Tuesday,Cocktail,Alcoholic,Highball glass,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,https://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,Gin,Cranberry juice,Grenadine,,,,2 *30 ml ,5 *30 ml ,2 splashes ,0,0,0,60,150,2 splashes ,0,0,0
17245,Rosemary Blue,Cocktail,Alcoholic,Balloon Glass,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.",https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg,Gin,Blue Curacao,Tonic Water,Rosemary,,,50 ml,15 ml,100 ml,Garnish with,0,0,50 ml,15 ml,100 ml,Garnish with,0,0
12057,Royal Gin Fizz,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,Gin,Lemon,Powdered sugar,Egg,Carbonated water,,2 *30 ml ,Juice of 1/2 ,1 *5 ml ,1 whole ,0,0,60,Juice of 1/2 ,5,1 whole ,0,0
12087,Rum Milk Punch,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,Light rum,Milk,Powdered sugar,Nutmeg,,,2 *30 ml ,1 cup ,1 *5 ml ,0,0,0,60,1 cup ,5,0,0,0
178333,Raspberry Julep,Cocktail,Alcoholic,Cordial glass,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg,Bourbon,Raspberry syrup,Mint,,,,2 *30 ml,1/2 *30 ml,8,0,0,0,60,15,8,0,0,0
12091,Rum Screwdriver,Ordinary Drink,Alcoholic,Highball glass,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg,Light rum,Orange juice,,,,,1 1/2 *30 ml ,5 *30 ml ,0,0,0,0,165,150,0,0,0,0
17167,Raspberry Cooler,Other/Unknown,Alcoholic,Highball glass,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,Raspberry vodka,Lemon-lime soda,Ice,,,,2 *30 ml ,4 *30 ml ,0,0,0,0,60,120,0,0,0,0
12089,Rum Old-fashioned,Ordinary Drink,Alcoholic,Old-fashioned glass,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,Light rum,151 proof rum,Powdered sugar,Bitters,Water,Lime peel,1 1/2 *30 ml ,1 *5 ml ,1/2 *5 ml ,1 dash ,1 *5 ml ,Twist of ,165,5,2.5,1 dash ,5,Twist of 
17214,Russian Spring Punch,Ordinary Drink,Alcoholic,Highball glass,"Pour the ingredients into an highball glass, top with Sparkling wine.",https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,Vodka,Creme de Cassis,Sugar Syrup,Lemon Juice,,,2.5 *10 ml,1.5 *10 ml,1 *10 ml,2.5 *10 ml,0,0,25,15,10,25,0,0
17141,Smut,Punch / Party Drink,Alcoholic,Beer mug,Throw it all together and serve real cold.,https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,Red wine,Peach schnapps,Pepsi Cola,Orange juice,,,15 ml,1 *44 ml ,15 ml,15 ml,0,0,15 ml,44,15 ml,15 ml,0,0
17215,Spritz,Ordinary Drink,Alcoholic,Old-Fashioned glass,"Build into glass over ice, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,Prosecco,Campari,Soda Water,,,,6 *10 ml,4 *10 ml,splash,0,0,0,60,40,splash,0,0,0
12127,Sazerac,Ordinary Drink,Alcoholic,Old-fashioned glass,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",https://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,Ricard,Sugar,Peychaud bitters,Water,Bourbon,Lemon peel,1 *5 ml ,1/2 *5 ml superfine ,2 dashes ,1 *5 ml ,2 *30 ml ,1 twist of ,5,2.5,2 dashes ,5,60,1 twist of 
12130,Scooter,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,Brandy,Amaretto,Light cream,,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,0,30,30,30,0,0,0
12196,Sidecar,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/stwxuq1439906852.jpg,Cognac,Cointreau,Lemon juice,,,,2 *30 ml ,1/2 *30 ml ,1 *30 ml ,0,0,0,60,15,30,0,0,0
17193,Stinger,Ordinary Drink,Alcoholic,Cocktail glass,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,Brandy,White Creme de Menthe,,,,,1 1/2 *30 ml ,1/2 *30 ml ,0,0,0,0,165,15,0,0,0,0
14195,Snowball,Ordinary Drink,Alcoholic,Highball glass,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,Advocaat,Lemonade,Lemon,Ice,,,1 1/2 *30 ml ,8-10 *30 ml cold ,1 slice ,cubes,0,0,165,1 slice ,cubes,0,0,0
16985,Shot-gun,Shot,Alcoholic,Shot glass,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Jim Beam,Jack Daniels,Wild Turkey,,,,1,1,1 *30 ml ,0,0,0,1,1,30,0,0,0
178322,Spice 75,Cocktail,Alcoholic,Wine Glass,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg,Sugar,Allspice,Rum,Lime Juice,Champagne,Orange spiral,60 ml,1 *15 ml,20 *10 ml,90 ml,6 *10 ml,Garnish with,60 ml,15,200,90 ml,60,Garnish with
12107,Salty Dog,Ordinary Drink,Alcoholic,Highball glass,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,Grapefruit juice,Gin,Salt,,,,5 *30 ml ,1 1/2 *30 ml ,1/4 *5 ml ,0,0,0,150,165,1.25,0,0,0
12308,Stone Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,Apricot brandy,Orange juice,Sweet and sour,,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,0,30,30,30,0,0,0
13020,Sangria #1,Punch / Party Drink,Alcoholic,Pitcher,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,Red wine,Sugar,Orange juice,Lemon juice,Cloves,Cinnamon,1 bottle ,1/2 cup ,1 cup ,1 cup ,0,0,1 bottle ,1/2 cup ,1 cup ,1 cup ,0,0
13377,Sea breeze,Ordinary Drink,Alcoholic,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,Vodka,Cranberry juice,Grapefruit juice,,,,1 1/2 *30 ml ,4 *30 ml ,1 *30 ml ,0,0,0,165,120,30,0,0,0
12158,Scotch Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,Scotch,Lime,Powdered sugar,Lemon,Cherry,,1 1/2 *30 ml ,Juice of 1/2 ,1/2 *5 ml ,1/2 slice ,1,0,165,Juice of 1/2 ,2.5,1/2 slice ,1,0
12162,Screwdriver,Ordinary Drink,Alcoholic,Highball glass,Mix in a highball glass with ice. Garnish and serve.,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,Vodka,Orange juice,,,,,2 *30 ml ,0,0,0,0,0,60,0,0,0,0,0
12190,Sherry Flip,Ordinary Drink,Alcoholic,Nick and Nora Glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,Sherry,Light cream,Powdered sugar,Egg,Nutmeg,,1 1/2 *30 ml cream ,2 *5 ml ,1 *5 ml ,1 whole ,0,0,165,10,5,1 whole ,0,0
16990,Sweet Tooth,Milk / Float / Shake,Alcoholic,Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,Godiva liqueur,Milk,,,,,2 *44 mls ,0,0,0,0,0,88,0,0,0,0,0
12256,Sol Y Sombra,Ordinary Drink,Alcoholic,Brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,Brandy,Anisette,,,,,1 1/2 *30 ml ,1 1/2 *30 ml ,0,0,0,0,165,165,0,0,0,0
16273,Shark Attack,Cocktail,Alcoholic,Pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,Lemonade,Water,Vodka,,,,1 can ,3 cans ,1 1/2 cup ,0,0,0,1 can ,3 cans ,1 1/2 cup ,0,0,0
